2017-11-03  165
2017-12-01  136
2018-1-22  198
2018-2-22  162
2018-3-29  214
2018-5-03  174
2018-6-05  166
2018-6-28  148
2018-7-27  177
2018-8-28  154
2018-9-25  138
2018-10-24  156
2018-11-21  166 
2018-12-19 173
2019-1-18  179
2019-2-15  132
2019-3-15 158
2019-4-12 201
2019-5-14 152
2019-6-11 147
2019-7-09 146
2019-8-14 115
2019-9-10 158
2019-10-07 158
2019-11-13 188.5
